,carat,cut,color,clarity,depth,table,length,width,height,price
11215,0.9,Very Good,F,VS1,62.5,58.0,6.1,6.15,3.83,4961
10894,1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
49780,0.7,Very Good,F,SI1,62.3,58.0,5.62,5.78,3.55,2161
37600,0.23,Very Good,E,VVS2,62.1,62.0,3.91,3.95,2.44,485
4194,0.75,Ideal,D,VS2,61.7,55.0,5.85,5.82,3.6,3562
5029,1.01,Very Good,J,SI1,62.9,56.0,6.35,6.4,4.01,3749
6884,1.2,Premium,I,VS2,61.3,60.0,6.79,6.75,4.15,4131
38819,0.38,Premium,E,VVS1,60.6,59.0,4.62,4.65,2.81,1047
17374,0.34,Premium,I,VS2,62.1,57.0,4.48,4.44,2.77,612
45819,0.53,Ideal,H,IF,60.2,56.0,5.29,5.32,3.19,1712
48561,0.56,Ideal,D,VS2,61.2,56.0,5.31,5.38,3.27,1991
39391,0.55,Ideal,I,SI1,61.4,54.0,5.3,5.35,3.27,1076
45619,0.55,Ideal,F,VS2,61.1,57.0,5.27,5.3,3.23,1692
11021,1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,4916
36614,0.34,Premium,E,SI2,62.4,59.0,4.42,4.46,2.77,477
21576,1.6,Ideal,J,VS2,62.1,56.0,7.47,7.51,4.65,9681
11840,1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,5099
4810,1.02,Premium,H,SI2,59.2,59.0,6.57,6.54,3.88,3701
13622,1.0,Premium,F,SI1,62.0,60.0,6.42,6.36,3.96,5574
16959,1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,6774
34676,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
45800,0.5,Premium,H,VVS1,62.5,58.0,5.05,5.1,3.17,1710
48207,0.7,Good,G,SI2,59.4,61.0,5.77,5.81,3.44,1948
9751,0.94,Very Good,E,SI1,62.4,56.0,6.24,6.27,3.9,4661
39769,0.36,Premium,E,VS1,60.4,58.0,4.67,4.64,2.81,1094
51682,0.74,Premium,G,SI2,63.0,56.0,5.77,5.75,3.63,2398
43610,0.34,Very Good,D,SI2,60.7,61.0,4.45,4.51,2.72,507
19220,1.16,Premium,G,VS1,61.9,58.0,6.72,6.76,4.17,7962
747,0.33,Ideal,I,SI1,63.0,57.0,4.39,4.37,2.76,557
32395,0.31,Ideal,E,VVS2,62.4,53.0,4.33,4.35,2.71,791
9850,0.9,Premium,E,SI1,62.8,58.0,6.13,6.09,3.84,4677
19651,1.7,Premium,H,SI2,59.8,61.0,7.67,7.62,4.57,8263
39607,0.26,Premium,G,VS1,61.3,60.0,4.12,4.07,2.51,491
32846,0.4,Very Good,G,VS2,62.9,56.0,4.69,4.72,2.96,807
32069,0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,780
39030,0.36,Ideal,G,VVS1,60.9,55.0,4.64,4.68,2.84,1056
2823,0.81,Premium,D,SI1,62.4,59.0,5.96,5.89,3.7,3266
19730,1.52,Ideal,E,SI2,61.0,56.0,7.45,7.41,4.53,8299
1222,0.82,Premium,H,VS2,62.6,59.0,5.99,5.93,3.73,2939
47000,0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18,1818
485,0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6,2821
16770,1.51,Premium,J,SI1,60.4,62.0,7.42,7.32,4.45,6680
11088,1.15,Ideal,G,SI2,62.3,56.0,6.75,6.67,4.18,4927
10555,1.08,Ideal,G,SI2,61.8,56.0,6.54,6.6,4.06,4814
13375,0.24,Ideal,F,VS1,61.3,56.0,4.0,4.03,2.46,419
9191,0.73,Ideal,D,VVS2,62.0,53.6,5.76,5.8,3.59,4547
15150,1.11,Ideal,I,SI1,61.7,57.0,6.61,6.64,4.09,6090
38124,0.3,Ideal,G,VVS1,62.6,54.0,4.32,4.31,2.7,1013
29561,0.41,Good,E,SI1,63.6,58.0,4.72,4.74,3.01,705
19125,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,7891
29504,0.4,Premium,G,SI1,62.0,59.0,4.7,4.72,2.92,702
22307,1.1,Ideal,D,VS2,61.7,56.0,6.63,6.67,4.1,10350
20887,1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,9107
37827,0.33,Ideal,E,VS1,59.6,56.0,4.54,4.49,2.69,1002
347,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56,2804
14458,1.06,Ideal,F,SI1,61.9,57.0,6.57,6.54,4.06,5834
10031,0.33,Good,H,SI2,63.5,57.0,4.36,4.39,2.78,416
33607,0.31,Ideal,D,SI2,62.3,56.0,4.35,4.38,2.72,462
13150,1.08,Ideal,G,SI1,61.7,56.0,6.6,6.63,4.08,5439
15914,1.06,Ideal,F,SI1,61.7,55.0,6.58,6.56,4.06,6363
10052,0.27,Very Good,F,VVS2,62.3,59.0,4.14,4.18,2.59,591
20740,1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,8979
32815,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.5,2.74,805
31238,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,756
29467,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,702
37253,0.31,Ideal,F,VVS2,61.2,56.0,4.39,4.37,2.68,977
16002,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6403
28401,0.35,Good,G,SI1,63.8,54.0,4.48,4.46,2.85,669
31172,0.41,Good,I,VS1,63.7,57.0,4.67,4.72,2.99,755
49146,0.72,Ideal,G,SI2,61.9,57.0,5.73,5.77,3.56,2068
20786,1.21,Ideal,G,VS1,62.2,56.0,6.87,6.85,4.26,9026
1281,0.81,Ideal,H,SI1,62.3,58.0,5.95,5.96,3.71,2951
50424,0.5,Very Good,G,VVS2,60.0,56.0,5.18,5.21,3.12,2260
41456,0.52,Premium,E,SI2,61.8,54.0,5.18,5.15,3.19,1229
36399,0.31,Ideal,E,VS1,61.8,56.0,4.37,4.34,2.69,942
41908,0.43,Ideal,F,VVS1,60.3,59.0,4.89,4.93,2.96,1261
39304,0.44,Ideal,H,SI1,60.9,57.0,4.92,4.9,2.99,1069
36203,0.41,Very Good,G,VVS2,61.1,55.0,4.8,4.82,2.94,932
32352,0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67,789
41932,0.4,Ideal,D,VVS2,61.9,56.0,4.74,4.76,2.94,1263
52603,0.71,Ideal,G,VS2,62.5,56.0,5.67,5.72,3.56,2543
53607,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
53816,0.71,Premium,E,VS2,62.1,59.0,5.72,5.68,3.54,2735
12314,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,5221
18052,0.3,Ideal,F,VS1,62.3,54.0,4.31,4.33,2.69,615
6626,1.11,Very Good,J,SI1,63.3,61.0,6.56,6.49,4.13,4084
50445,0.6,Ideal,D,SI1,61.4,55.0,5.45,5.47,3.35,2263
5169,0.9,Very Good,H,SI1,61.7,57.0,6.21,6.26,3.85,3772
11852,1.04,Ideal,H,SI1,62.3,57.0,6.45,6.48,4.03,5102
2566,0.91,Good,J,VS1,64.2,60.0,6.01,5.95,3.84,3210
9456,0.9,Very Good,E,VS2,63.8,55.0,6.11,6.18,3.92,4598
4747,0.92,Premium,F,SI1,62.6,59.0,6.23,6.19,3.89,3684
20086,1.2,Good,E,VS2,61.8,61.0,6.69,6.71,4.14,8563
6019,1.21,Very Good,I,SI2,63.4,62.0,6.84,6.69,4.31,3964
38013,0.5,Good,G,SI2,63.8,57.0,4.98,5.02,3.19,1009
27921,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658
34950,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,471
3558,0.72,Ideal,H,VVS2,61.7,55.0,5.77,5.8,3.57,3417
49424,0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107
37388,0.4,Premium,G,VVS2,61.7,59.0,4.73,4.76,2.93,982
5604,0.96,Good,F,VS2,63.7,54.0,6.24,6.19,3.96,3871
9674,1.13,Premium,G,SI2,61.5,59.0,6.73,6.69,4.13,4647
3230,1.05,Premium,H,SI2,62.8,56.0,6.54,6.47,4.08,3352
2093,0.82,Ideal,I,VS1,61.3,57.0,6.02,6.07,3.7,3113
40150,0.35,Ideal,E,VVS1,60.7,57.0,4.57,4.53,2.76,1116
22197,1.12,Ideal,F,VVS2,60.4,56.0,6.82,6.78,4.11,10236
35387,0.41,Premium,G,VS1,61.9,60.0,4.7,4.76,2.93,899
40304,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,1125
6143,0.9,Very Good,H,VS2,62.6,58.0,6.14,6.22,3.87,3989
6371,0.32,Premium,E,SI2,61.2,58.0,4.44,4.39,2.7,576
12209,1.22,Very Good,H,SI2,63.1,59.0,6.81,6.75,4.28,5192
31519,0.34,Ideal,E,SI1,60.7,57.0,4.51,4.48,2.73,765
52490,0.75,Ideal,H,SI1,62.9,57.0,5.75,5.8,3.63,2523
31273,0.32,Ideal,I,VS2,61.6,56.0,4.37,4.39,2.7,449
40642,0.41,Premium,E,VS1,60.4,58.0,4.82,4.78,2.9,1153
47277,0.51,Ideal,D,VS1,61.7,54.0,5.15,5.12,3.17,1845
16928,1.01,Premium,G,VS1,60.9,58.0,6.43,6.47,3.93,6759
51097,0.7,Good,H,SI1,63.7,59.0,5.59,5.53,3.54,2335
35973,0.32,Very Good,F,IF,61.7,55.0,4.4,4.41,2.72,921
13413,1.2,Ideal,H,SI1,62.9,57.0,6.79,6.76,4.26,5510
15222,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,6112
27714,0.36,Premium,E,SI2,61.5,58.0,4.61,4.56,2.82,648
47926,0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23,1915
18914,1.0,Premium,G,VVS2,61.6,61.0,6.38,6.35,3.92,7762
35163,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
7947,1.07,Ideal,I,VS2,61.1,57.0,6.66,6.6,4.05,4319
33650,0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85,834
14145,1.22,Very Good,E,SI2,63.3,56.0,6.78,6.75,4.28,5739
14155,1.17,Ideal,G,SI2,62.6,55.0,6.74,6.78,4.23,5743
18850,1.54,Premium,I,SI2,59.4,61.0,7.56,7.49,4.47,7727
47548,0.52,Ideal,F,VS1,61.2,57.0,5.2,5.16,3.17,1872
15081,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6061
20935,1.64,Very Good,I,SI1,62.3,58.0,7.53,7.63,4.72,9144
20968,1.51,Very Good,I,VS2,60.4,58.0,7.36,7.42,4.46,9178
35368,0.38,Premium,F,SI1,60.4,58.0,4.72,4.68,2.84,898
47920,0.76,Premium,H,SI1,60.9,59.0,5.91,5.86,3.58,1915
7523,1.01,Premium,H,SI2,59.9,59.0,6.51,6.48,3.89,4242
17920,1.31,Good,I,VS2,62.5,56.0,7.03,6.98,4.38,7236
21166,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,9326
47026,0.52,Premium,E,VS1,61.7,58.0,5.17,5.11,3.17,1819
41854,0.61,Ideal,E,I1,63.4,57.0,5.43,5.37,3.42,1255
33552,0.3,Ideal,G,IF,62.3,52.8,4.29,4.33,2.69,830
47349,0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,1845
35937,0.41,Very Good,D,SI1,60.3,63.0,4.8,4.78,2.89,920
15297,1.29,Premium,I,SI1,62.1,57.0,7.03,6.92,4.33,6140
43484,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
19902,1.06,Ideal,G,VS1,62.3,55.0,6.5,6.53,4.06,8451
5539,0.91,Fair,D,SI1,64.4,60.0,6.08,6.04,3.9,3855
14297,1.23,Very Good,I,VS2,59.7,58.0,6.94,7.02,4.17,5789
2808,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
46275,0.53,Ideal,G,VS1,61.2,55.0,5.23,5.26,3.21,1754
17200,1.0,Ideal,E,VS2,62.0,56.0,6.46,6.41,3.99,6871
33112,0.31,Premium,D,VS2,62.5,52.0,4.4,4.37,2.74,816
40909,0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.84,2.95,1179
28619,0.3,Very Good,E,SI1,63.4,56.0,4.25,4.23,2.69,675
2391,0.32,Ideal,E,SI1,61.8,55.0,4.42,4.45,2.74,561
38331,0.32,Ideal,E,VVS1,61.6,56.0,4.42,4.41,2.72,1020
1153,0.77,Ideal,D,SI2,60.2,56.0,5.98,6.04,3.62,2923
6071,0.92,Premium,F,SI1,61.8,59.0,6.25,6.21,3.85,3967
30773,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88,741
52403,0.72,Ideal,I,VS2,62.2,56.0,5.69,5.75,3.56,2511
3720,0.3,Very Good,E,VS1,63.0,57.0,4.25,4.29,2.69,568
35379,0.41,Premium,G,VS1,61.9,58.0,4.75,4.78,2.95,899
42368,0.51,Good,E,SI1,63.3,59.0,5.05,5.09,3.21,1304
17213,1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,6882
2241,1.06,Ideal,I,SI2,62.8,55.0,6.51,6.46,4.07,3146
18600,1.12,Very Good,E,VS2,62.8,57.0,6.61,6.64,4.16,7589
38786,0.31,Ideal,G,VVS1,59.5,56.0,4.43,4.41,2.63,1046
40163,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1116
53912,0.61,Premium,F,VVS1,61.8,59.0,5.48,5.4,3.36,2753
16809,1.22,Very Good,G,SI1,62.4,57.0,6.75,6.8,4.23,6704
31199,0.32,Premium,I,VVS1,63.0,58.0,4.38,4.32,2.74,756
44424,0.55,Ideal,H,VS1,61.9,55.0,5.25,5.28,3.26,1588
41626,0.24,Ideal,H,IF,62.5,54.0,3.97,4.0,2.49,504
37632,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,990
34979,0.35,Good,I,SI1,63.6,56.0,4.5,4.53,2.87,472
22630,1.5,Very Good,F,SI1,63.4,60.0,7.2,7.27,4.59,10684
4639,0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,3669
53674,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2711
11727,0.34,Ideal,G,VS2,61.7,56.0,4.48,4.53,2.78,596
16047,0.3,Premium,H,VS2,62.2,59.0,4.31,4.28,2.67,608
9404,0.91,Very Good,D,SI1,63.1,59.0,6.14,6.1,3.86,4586
30599,0.31,Premium,D,VS2,61.7,59.0,4.31,4.34,2.67,734
31746,0.4,Very Good,D,SI1,61.4,56.0,4.72,4.83,2.93,772
3707,0.7,Premium,G,VVS2,59.3,54.0,5.89,5.78,3.46,3450
46193,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36,1749
4075,0.31,Very Good,D,SI1,61.7,59.0,4.31,4.35,2.67,571
7465,0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
28853,0.41,Very Good,H,SI1,61.4,60.0,4.73,4.78,2.92,683
11084,0.81,Ideal,F,VVS2,62.2,53.9,5.97,6.01,3.72,4926
53068,0.55,Ideal,E,VVS1,62.9,57.0,5.25,5.21,3.29,2609
20592,1.63,Premium,I,VS1,60.9,58.0,7.63,7.58,4.63,8900
45235,0.56,Ideal,G,VS2,61.4,56.0,5.33,5.35,3.28,1658
14500,1.36,Premium,I,SI2,62.7,58.0,7.01,7.08,4.42,5856
42929,0.62,Ideal,F,SI2,61.8,55.0,5.5,5.51,3.4,1364
39308,0.7,Fair,G,I1,62.5,59.0,5.65,5.48,3.48,1069
31757,0.4,Premium,D,SI1,61.7,58.0,4.7,4.74,2.91,772
18929,1.0,Very Good,E,VVS2,61.9,61.0,6.38,6.42,3.96,7777
28758,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,680
45258,0.46,Ideal,E,VVS1,62.6,57.0,4.98,4.89,3.09,1661
5991,0.9,Good,F,SI1,64.7,54.0,6.04,6.08,3.92,3954
13321,1.0,Premium,E,SI1,61.6,59.0,6.38,6.41,3.94,5500
20824,1.1,Ideal,G,VVS2,61.6,56.0,6.62,6.69,4.1,9051
49803,0.52,Ideal,G,IF,61.5,56.0,5.21,5.16,3.19,2164
29334,0.31,Premium,H,VS1,61.5,61.0,4.34,4.31,2.66,698
50173,0.51,Very Good,D,VVS2,62.4,58.0,5.1,5.13,3.19,2220
9345,1.24,Very Good,J,SI2,62.2,58.0,6.82,6.94,4.28,4583
30896,0.41,Ideal,D,SI1,61.7,56.0,4.77,4.8,2.95,744
11472,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,5013
33701,0.3,Ideal,E,VVS1,61.6,56.0,4.3,4.34,2.66,838
29434,0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700
2517,0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201
32244,0.31,Ideal,H,IF,61.3,56.0,4.39,4.42,2.7,789
53924,0.73,Ideal,I,VS2,61.6,55.0,5.82,5.84,3.59,2756
17621,1.15,Ideal,I,VS1,61.7,56.0,6.73,6.76,4.16,7096
18207,1.25,Premium,G,VVS1,62.0,58.0,6.96,6.87,4.29,7389
50529,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,2274
39951,0.33,Ideal,D,SI2,62.4,57.0,4.39,4.42,2.75,492
27993,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,658
42811,0.46,Ideal,H,VS1,61.9,55.0,4.95,4.99,3.08,1353
1411,0.92,Premium,H,SI1,59.2,60.0,6.4,6.35,3.76,2968
49506,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,2120
17199,1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,6871
50695,0.44,Ideal,D,VVS1,60.6,56.0,4.95,4.99,3.01,2290
38609,0.46,Ideal,I,VVS2,62.7,56.0,4.9,4.93,3.08,1040
47622,0.55,Premium,E,VS2,61.5,56.0,5.28,5.25,3.24,1881
11686,1.37,Very Good,J,SI2,60.7,60.0,7.07,7.19,4.33,5063
6307,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023
8463,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,4414
42465,0.55,Premium,G,SI1,61.3,59.0,5.23,5.28,3.22,1316
44265,0.52,Ideal,G,VS1,61.3,56.0,5.17,5.2,3.18,1576
41387,0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221
21583,1.7,Very Good,J,VS1,63.6,58.0,7.52,7.54,4.79,9683
13461,1.09,Ideal,F,SI1,62.5,57.0,6.59,6.54,4.1,5527
17971,1.1,Ideal,H,VVS2,62.0,56.0,6.59,6.63,4.1,7267
44754,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1619
23648,1.51,Ideal,H,VS1,62.6,56.0,7.32,7.28,4.57,11686
47530,0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,1869
27809,0.3,Ideal,H,VVS1,62.3,57.0,4.25,4.28,2.65,650
6009,0.91,Very Good,G,SI1,63.6,57.0,6.09,6.12,3.88,3961
13428,1.01,Premium,E,SI1,62.8,59.0,6.45,6.41,4.04,5515
38388,0.42,Ideal,E,VS2,62.2,55.0,4.83,4.79,2.99,1024
39076,0.4,Ideal,F,VS2,63.4,54.0,4.73,4.68,2.99,1059
18645,1.07,Very Good,G,VS2,60.0,56.0,6.67,6.69,4.01,7611
631,0.82,Ideal,F,SI2,62.3,56.0,5.96,6.02,3.73,2841
28796,0.27,Very Good,F,VVS2,61.2,57.0,4.14,4.17,2.54,682
42800,0.53,Ideal,I,VVS2,60.9,56.0,5.26,5.3,3.21,1351
10972,1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,4907
9482,1.02,Ideal,H,VS2,62.3,54.0,6.48,6.39,4.01,4604
15362,0.3,Very Good,G,VS1,61.7,60.0,4.24,4.28,2.63,605
30262,0.4,Ideal,H,VS2,61.9,55.0,4.73,4.75,2.93,725
52029,0.71,Very Good,I,VVS2,61.5,58.0,5.73,5.81,3.55,2448
9899,1.21,Premium,I,SI2,62.3,59.0,6.82,6.77,4.23,4686
45531,0.54,Good,G,VS1,60.8,62.0,5.22,5.24,3.18,1685
20920,1.18,Premium,G,VVS2,61.6,58.0,6.77,6.8,4.18,9137
25027,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,640
3513,0.91,Premium,D,SI2,62.0,62.0,6.25,6.16,3.85,3403
30140,0.32,Premium,G,VS2,62.4,59.0,4.36,4.33,2.71,720
44397,0.5,Premium,E,VS2,63.0,58.0,5.07,5.02,3.18,1583
20816,1.55,Ideal,H,SI2,62.0,58.0,7.44,7.39,4.6,9044
33317,0.35,Premium,D,SI1,60.1,61.0,4.59,4.56,2.75,827
13917,1.23,Very Good,H,SI1,63.0,55.0,6.72,6.78,4.27,5665
6928,1.12,Ideal,D,I1,60.6,55.0,6.73,6.76,4.09,4139
35367,0.38,Ideal,H,VS2,62.8,56.0,4.62,4.59,2.89,898
20685,1.54,Premium,G,SI2,61.5,61.0,7.42,7.35,4.54,8969
20021,0.32,Very Good,I,SI1,61.6,61.0,4.36,4.4,2.7,421
41664,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1239
625,0.83,Premium,F,SI2,61.4,59.0,6.08,6.04,3.72,2840
36491,0.39,Good,E,VVS2,61.5,61.0,4.73,4.74,2.91,943
40058,0.57,Ideal,I,SI1,61.6,54.0,5.36,5.38,3.31,1113
2361,0.7,Premium,E,VS1,62.9,61.0,5.65,5.57,3.53,3175
49675,0.7,Premium,H,SI2,62.8,59.0,5.65,5.62,3.54,2142
9159,1.01,Very Good,E,SI2,60.0,60.0,6.57,6.49,3.92,4540
45337,0.67,Ideal,G,SI1,60.4,57.0,5.67,5.65,3.42,1662
35052,0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69,884
44171,0.53,Ideal,D,SI1,62.0,57.0,5.19,5.23,3.23,1566
4466,0.7,Very Good,D,VVS2,61.1,57.0,5.7,5.75,3.5,3622
43115,0.52,Very Good,H,VS2,63.5,58.0,5.12,5.11,3.25,1385
17397,0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,612
33735,0.41,Very Good,G,VS1,58.9,60.0,4.84,4.87,2.86,839
6441,0.79,Ideal,H,IF,61.3,56.0,5.96,5.98,3.66,4046
38452,0.31,Ideal,F,VVS1,61.9,55.0,4.42,4.37,2.72,1028
34787,0.4,Ideal,H,VVS2,62.1,57.0,4.69,4.74,2.93,877
48549,0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
22313,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,10353
21135,1.56,Ideal,I,VS2,62.5,57.0,7.4,7.36,4.63,9295
8214,1.04,Premium,E,SI2,62.8,59.0,6.45,6.41,4.04,4370
5643,0.9,Very Good,D,SI1,62.1,60.0,6.14,6.2,3.83,3880
39638,0.49,Premium,G,SI2,59.4,60.0,5.17,5.14,3.06,1084
16462,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6579
46838,0.51,Ideal,D,VS1,62.2,55.0,5.15,5.17,3.21,1810
23789,1.7,Premium,H,SI1,61.8,61.0,7.59,7.52,4.67,11848
52234,0.6,Very Good,G,VVS1,60.0,58.0,5.53,5.43,3.29,2485
40380,0.3,Ideal,F,IF,60.7,56.0,4.35,4.38,2.65,1131
29100,0.34,Ideal,I,VS1,62.4,55.0,4.51,4.47,2.8,689
14429,1.21,Very Good,H,SI1,62.4,58.0,6.83,6.79,4.25,5826
21261,1.01,Premium,F,VVS1,62.8,58.0,6.39,6.35,4.0,9412
44622,0.57,Ideal,G,VS2,61.8,57.0,5.3,5.32,3.28,1608
52564,0.7,Premium,I,VVS1,61.2,58.0,5.72,5.65,3.48,2536
30276,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
6305,1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022
43311,0.5,Good,D,VS2,64.1,61.0,4.98,5.01,3.2,1402
38627,0.31,Good,H,VS2,63.2,57.0,4.32,4.35,2.74,489
12281,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214
16139,1.2,Ideal,H,SI1,62.0,58.0,6.78,6.83,4.22,6450
7554,1.21,Ideal,H,SI1,62.9,57.0,6.78,6.74,4.25,4249
8433,1.08,Very Good,F,SI2,62.6,56.0,6.55,6.61,4.12,4407
39965,0.53,Very Good,J,VS1,61.4,56.0,5.19,5.23,3.2,1106
35875,0.4,Ideal,E,VS1,60.4,57.0,4.76,4.81,2.89,918
1954,0.91,Very Good,H,SI1,63.0,57.0,6.1,6.19,3.87,3087
51167,0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71,2346
13425,1.08,Very Good,H,VS2,62.9,59.0,6.47,6.56,4.1,5515
5308,0.9,Premium,F,SI2,59.9,59.0,6.32,6.27,3.77,3803
50472,0.71,Ideal,G,SI2,62.3,56.0,5.68,5.72,3.55,2266
29269,0.31,Premium,E,SI1,62.7,58.0,4.33,4.31,2.71,698
14676,1.02,Good,G,VS2,63.6,57.0,6.41,6.38,4.07,5922
53417,0.72,Premium,D,SI2,60.5,58.0,5.88,5.79,3.53,2670
168,0.58,Ideal,F,VVS1,61.7,56.0,5.33,5.37,3.3,2772
11364,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4997
39423,0.41,Ideal,F,VS1,60.8,56.0,4.79,4.76,2.92,1076
5039,1.08,Premium,I,SI2,60.1,59.0,6.75,6.69,4.04,3750
23032,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,631
44755,0.52,Premium,D,VS2,60.9,58.0,5.22,5.16,3.16,1619
9894,1.01,Ideal,I,VS2,59.9,61.0,6.49,6.53,3.9,4685
3396,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,567
9788,1.01,Very Good,D,SI1,62.4,58.0,6.39,6.47,4.01,4666
7649,0.9,Very Good,G,VS2,61.9,56.0,6.17,6.23,3.84,4269
7633,1.11,Premium,J,VS2,62.6,59.0,6.6,6.56,4.12,4265
6258,0.92,Ideal,E,SI2,62.1,57.0,6.2,6.26,3.87,4011
39432,0.41,Ideal,F,VS1,62.0,57.0,4.76,4.73,2.94,1076
2340,0.83,Very Good,G,SI1,62.3,58.0,5.97,6.01,3.73,3171
32347,0.3,Very Good,E,VVS2,61.9,59.0,4.27,4.32,2.66,789
44546,0.56,Ideal,I,VVS1,60.8,57.0,5.31,5.34,3.24,1605
42238,0.54,Good,G,SI1,63.2,56.0,5.16,5.19,3.27,1292
39942,0.23,Very Good,E,IF,59.9,58.0,3.98,4.03,2.4,492
10690,1.2,Premium,I,VS2,62.3,57.0,6.79,6.74,4.22,4844
18481,1.33,Ideal,I,SI1,61.6,57.0,7.06,7.1,4.36,7526
37582,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
48927,0.55,Ideal,G,VVS1,62.0,55.0,5.25,5.27,3.26,2042
43620,0.52,Ideal,F,SI1,60.4,56.0,5.22,5.28,3.17,1432
584,0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4,2835
19737,1.21,Premium,G,VS1,59.5,58.0,6.97,7.01,4.16,8305
1621,0.78,Ideal,E,SI1,62.7,55.0,5.9,5.87,3.69,3014
21214,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,9358
46388,0.5,Good,G,VVS2,63.6,57.0,5.04,5.08,3.22,1764
